,Unnamed: 0,title,singer,id,Genre,Lyric
11384,11384,THẦN KINH THƯƠNG NHỚ,PHƯƠNG NAM,134486.0,,
11385,11385,Touch Me Single,Baccara,134488.0,,
11386,11386,TÌM EM TRONG CHIỀU HỘI LIM,Bùi Thúy & Hữu Tuấn,134489.0,,
11387,11387,Tình Cây Và Đất,Bùi Thị Thúy & Hữu Tuấn,134490.0,,
11388,11388,"Tình Cây và Đất, Giận Mà Thương, Mưa Chiều Miền Trung",Bùi Thúy,134491.0,,
11389,11389,Tình Em Hương Lúa Thái Bình,Xuân Hảo & Bùi Thúy,134492.0,,
11390,11390,TÌNH TA BIỂN BẠC ĐỒNG XANH,Bùi Thúy & Chiến Thắng,134494.0,,
11391,11391,Tình Đơn Phương Remix,Thanh Thảo,134495.0,,
11392,11392,Điều Em Lo Sợ Remix,Hiền Thục,134500.0,,
11393,11393,Đêm Vũ Trường Remix,Thanh Thảo,134501.0,,
11394,11394,ĐÊM YÊU ĐƯƠNG REMIX,Khưu Huy Vũ,134502.0,,
11395,11395,Đón Xuân Này Nhớ Xuân Xưa (Nhạc sống),Nhạc Sống,134503.0,,
11396,11396,Đón Xuân Này Nhớ Xuân Xưa,Thúy Huyền,134504.0,,
11397,11397,Đôi Bờ (Acoustic),Lê Cát Trọng Lý,134505.0,,
11398,11398,Đừng Ví Em Là Biển,Bùi Thúy,134509.0,,
11399,11399,AI ĐI XA MÃI CHƯA VỀ,THANH TÀI,134510.0,,
11400,11400,ANH CHỌN KẾT THÚC (Tone Nữ),Duy Tuyên,134511.0,,
11401,11401,ANH CHỌN KẾT THÚC,Duy Tuyên,134512.0,,
11402,11402,BLACKJACK,SOOBIN ft BINZ,134515.0,,
11403,11403,Buồn Ơi (Tone Nữ),Akira Phan,134516.0,,
11404,11404,Buồn Ơi,Akira Phan,134517.0,,
11405,11405,Cant Control Myself,TaeYeon,134521.0,,
11406,11406,CHẠY,KARIK & WOWY,134522.0,,
11407,11407,CHO ANH MỘT CƠ HỘI,Duy Tuyên,134523.0,,
11408,11408,Cho Tôi Lang Thang,Đen ft Ngọt,134524.0,,
11409,11409,Chí Khí Nam Nhi,The Night & Sinkra,134525.0,,
11410,11410,Chấp Nhận Bỏ Đi Mọi Thứ (Tone Nữ),Akira Phan,134526.0,,
11411,11411,CHẲNG MUỐN GIỮ LẤY (Tone Nữ),Akira Phan,134529.0,,
11412,11412,CHỜ,Hoàng Anh & Hoàng Hiếu,134531.0,,
11413,11413,Có Ai Nói Với Em,Huỳnh Gia Tuấn,134532.0,,
11414,11414,Có Ai Ở Đây Không,14 Casper & Bon,134533.0,,
11415,11415,Có Khi Nào,Rô Ti,134534.0,,
11416,11416,Duyên Nợ Xứ Người,Rô Ti,134536.0,,
11417,11417,EM CÓ HIỂU LÒNG ANH REMIX,Lương Gia Huy ft Kim Ny Ngọc,134538.0,,
11418,11418,GIA LAI QUÊ TÔI,Lương Gia Huy,134540.0,,
11419,11419,Giấc Mơ Ngày Xưa (TONE NAM),Hiền Thục,134541.0,,
11420,11420,Giấc Mơ Năm Xưa,Hà Thanh Xuân,134543.0,,
11421,11421,Hoa Tàn Tình Tan  Remix,Giang Jolee,134545.0,,
11422,11422,Hoài Xa,Quốc Khanh,134547.0,,
11423,11423,Huynh Đệ Ơi  Nhớ Anh Rồi,Akira Phan,134548.0,,
11424,11424,Huyền Thoại Một Chiều Mưa,Bảo Nam,134550.0,,
11425,11425,Huyền Thoại Một Chiều Mưa,Tùng Anh ft Quỳnh Như,134551.0,,
11426,11426,HÒN ĐÁ CÔ ĐƠN,Jack Việt Nam,134552.0,,
11427,11427,KHÔNG THỂ KHÔNG KHÓC,Lương Gia Huy ft Long Hải,134554.0,,
11428,11428,KHÚC GIAO MÙA,TRUNG QUÂN IDOL ft BẢO ANH,134555.0,,
11429,11429,KIẾP ĐỘC THÂN,Lương Gia Huy,134556.0,,
11430,11430,Lan Hồ Điệp,Rô Ti [ Karaoke ],134557.0,,
11431,11431,Lan Hồ Điệp 2,Rô Ti,134558.0,,
11432,11432,LÀM SAO ĐỂ QUÊN,Lương Gia Huy,134559.0,,
11433,11433,Lý Trí Quỷ,Thái Vũ Karaoke,134560.0,,
11434,11434,LỜI CỎ MAY,THANH TÀI,134561.0,,
11435,11435,LỠ HẸN VỚI DÒNG LAM,THANH TÀI,134562.0,,
11436,11436,Muốn Xa Đâu Cần Cãi Vã Mashup,Rô Ti,134563.0,,
11437,11437,MÙA ĐÔNG KHÔNG LẠNH (Version 2021),Akira Phan,134564.0,,
11438,11438,MƯA XỨ NGƯỜI,Đặng Thế Chí,134565.0,,
11439,11439,Mừng Năm Mới Đến Happy New Year,"Akira Phan & Lâm Hữu Nghị, Rapper TSon",134567.0,,
11440,11440,NGƯỜI ĐÀN ÔNG BẢN LĨNH,Bùi Vĩnh Phúc,134569.0,,
11441,11441,Những Con Đàn Bà,"Cám, Táo, Uyên Bím",134572.0,,
11442,11442,Nói Đi Em,Rô Ti,134573.0,,
11443,11443,NỒNG NÀN CAO NGUYÊN,NGUYỄN BÌNH PHƯƠNG,134574.0,,
11444,11444,NỢ YÊU MASHUP,Rô Ti,134576.0,,
11445,11445,SÀI GÒN CÓ GÌ VUI,Akira Phan,134579.0,,
11446,11446,SÀI GÒN ƠI  DẬY ĐI REMIX,Lương Gia Huy,134580.0,,
11447,11447,SẦU ƠI NHỚ EM NÀO NGUÔI,Lương Gia Huy,134581.0,,
11448,11448,Sắp Vào Đông Acoustic (Tone Nữ),Huy Lê,134582.0,,
11449,11449,Tell Me Why,Mr A,134584.0,,
11450,11450,THA PHƯƠNG TUỔI  18,Đặng Thế Chí,134585.0,,
11451,11451,Thức Giấc Remix,Da Lab,134586.0,,
11452,11452,TIỂU MUỘI,Lương Gia Huy,134587.0,,
11453,11453,TRỞ VỀ ĐÔ LƯƠNG,THANH TÀI,134588.0,,
11454,11454,Tây Vương Nữ Quốc (Nhạc Sống),Nhạc Sống,134590.0,,
11455,11455,TÌNH ANH EM (Mãi Là Huynh Đệ),Lương Gia Huy,134591.0,,
11456,11456,TÌNH YÊU CẤT CÁNH,Lương Gia Huy,134592.0,,
11457,11457,Tôi Là Người Việt Nam,Khắc Việt,134593.0,,
11458,11458,Tướng Quân  Remix,Nhật Phong,134594.0,,
11459,11459,Tụi Nó,MINH VY,134595.0,,
11460,11460,Unexpected Lovers,Lime,134596.0,,
11461,11461,Valentino Mon Amour,Alan Ross,134597.0,,
11462,11462,Và Như Thế Em Đi,Nguyễn Khang,134600.0,,
11463,11463,Vùng Lá Me Bay,Đào Anh Thư,134602.0,,
11464,11464,Về Miền Phú Thọ,Bùi Thúy,134603.0,,
11465,11465,Về Quê Em Nghe Anh,Bùi Thúy,134604.0,,
11466,11466,Về Quảng Bình,THANH TÀI,134605.0,,
11467,11467,Về Thái Bình Quê Em,Bùi Thúy,134606.0,,
11468,11468,Về Xứ Nghệ Cùng Em,Bùi Thúy,134607.0,,
11469,11469,What If Love,WENDY,134608.0,,
11470,11470,What Is Love,Haddaway,134609.0,,
11471,11471,When This Rain Stops,웬디,134610.0,,
11472,11472,White,핑클,134611.0,,
11473,11473,Who Are You,뱀뱀(BamBam) & 슬기,134612.0,,
11474,11474,XIN LỖI GIA ĐÌNH REMIX,Lương Gia Huy,134613.0,,
11475,11475,Xin Trả Lại Thời Gian,Đào Anh Thư,134614.0,,
11476,11476,Xuân Yêu Thương Remix,Thanh Thảo,134615.0,,
11477,11477,XẺ ĐÔI TRÁI TIM,Lương Gia Huy,134617.0,,
11478,11478,You Shot A Hole In My Soul (Extended Version),C C Catch,134619.0,,
11479,11479,YOUR MAN,JOSH TURNER,134620.0,,
11480,11480,YÊU PHẢI TÍNH,"CHÂU ĐĂNG KHOA & PHẠM ĐÌNH THÁI NGÂN, KHÓI",134623.0,,
11481,11481,Yêu Trong Nắng Mai (lofi ver),Hồ Văn Quý & Lê Vũ,134624.0,,
11482,11482,Đi Đâu Để Thấy Hoa Bay,Hà Anh Tuấn,134626.0,,
11483,11483,ĐẸP TRAI ĐA TÌNH REMIX,Lương Gia Huy,134627.0,,
11484,11484,Đời Đá Vàng,Diễm Liên,134628.0,,
11485,11485,ĐỜI ĐÁ VÀNG,Ngọc Quý,134630.0,,
11486,11486,겨울잠,IU,134632.0,,
11487,11487,그대손놓아요(옷소매붉은끝동OST),이선희,134633.0,,
11488,11488,낙원(Last Eden),마크툽(MAKTUB),134634.0,,
11489,11489,너,IU,134635.0,,
11490,11490,너의번호를누르고,안녕,134636.0,,
11491,11491,다시사랑한다면,박창근,134637.0,,
11492,11492,러브레터,IU,134638.0,,
11493,11493,무지개하늘걸어,민쇼크(MEANSHOCK),134639.0,,
11494,11494,박하사탕,"호형호제(한동근,김기태)",134640.0,,
11495,11495,빛,SM TOWN,134641.0,,
11496,11496,사랑이아니었다고말하지마요,이예준,134642.0,,
11497,11497,사이렌 Remix,"호미들(Feat UNEDUCATED KID,Paul Blanco)",134643.0,,
11498,11498,슬픔속에그댈지워,WENDY,134644.0,,
11499,11499,언덕나무(그해우리는OST),이승윤,134645.0,,
11500,11500,유튜브TJ노래방 조회수 TOP 5,메들리,134646.0,,
11501,11501,이별후회(그해우리는OST),김나영,134647.0,,
11502,11502,취중고백,김민석,134648.0,,
11503,11503,프리지아,"래원(Layone),이영지",134649.0,,
11504,11504,115万キロのフィルム,Official  髭男dism,134650.0,,
11505,11505,11h Tối (Lofi ver),HuyR,134651.0,,
11506,11506,Anh Em Tốt (Remix),"Siro & Phong Cận, Mister Vịt, Kairon",134652.0,,
11507,11507,Anh Yêu Vội Thế Remix,La La Trần,134655.0,,
11508,11508,B.S.N.L 3,Young H & B Ray,134656.0,,
11509,11509,Butter Fly,和田光司,134657.0,,
11510,11510,CHIẾC KHĂN PIÊU,VĂN HIẾN,134660.0,,
11511,11511,Chuyện Giàn Thiên Lý,"Mai Tuấn, Huỳnh Thật",134661.0,,
11512,11512,Chỉ Mãi Vô Hình,"Văn Võ Ngọc Nhân, DC Tâm",134664.0,,
11513,11513,Creep,Radiohead,134666.0,,
11514,11514,Cry Baby,Official  髭男dism,134667.0,,
11515,11515,Càng Cua,"Low G, Last Fire Crew",134668.0,,
11516,11516,CƯỚI EM ƠI,Lương Minh Đạt Miền Tây,134669.0,,
11517,11517,Cưới Thôi  (Guitar),"Masew, Masiu & TAP",134670.0,,
11518,11518,DDU DU DDU DU,Black Pink,134672.0,,
11519,11519,EM LÀ CON THUYỀN CÔ ĐƠN  (Guitar),Thái Học,134675.0,,
11520,11520,Em Đi Trên Cỏ Non,Hồng Quyên,134677.0,,
11521,11521,Everything,MISIA,134678.0,,
11522,11522,Gieo Quẻ Remix,Hoàng Thuỳ Linh & ĐEN,134679.0,,
11523,11523,Good bye days,YUI,134681.0,,
11524,11524,HOT LIMIT,TMRevolution,134684.0,,
11525,11525,HOWEVER,GLAY,134685.0,,
11526,11526,Hướng Dương,Changg,134686.0,,
11527,11527,I LOVE,Official  髭男dism,134687.0,,
11528,11528,Lemon,米津玄師,134690.0,,
11529,11529,Let Her Go,Ali Hoàng Dương,134691.0,,
11530,11530,"LK Một Chuyến Xe Hoa, Vì Trong Nghịch Cảnh",Thiên Quang ft Quỳnh Trang,134692.0,,
11531,11531,Love so sweet,嵐オフボ,134693.0,,
11532,11532,LẤY CHỒNG SỚM LÀM GÌ (ballad),HuyR & Tuấn Cry,134696.0,,
11533,11533,Mưa Trên Quê Hương,Cao Công Nghĩa Ft Thiện Nhân,134698.0,,
11534,11534,Mưa Trên Quê Hương,Ngọc Kiều Oanh,134700.0,,
11535,11535,MƯA TRÊN QUÊ HƯƠNG,"THANH TÀI,  BẠCH TRÀ",134702.0,,
11536,11536,Người Tình Không Đến,Lê Cường,134704.0,,
11537,11537,NHƯ MỘT NGƯỜI DƯNG (Guitar ),Nguyễn Thạc Bảo Ngọc,134705.0,,
11538,11538,NỤ CƯỜI XUÂN,H2K YUNI BOO,134711.0,,
11539,11539,NỤ HỒNG MONG MANH (Rap Version),"Sikboi, Bảo Jen",134712.0,,
11540,11540,One Last Kiss,宇多田ヒカル,134713.0,,
11541,11541,One Love,嵐,134714.0,,
11542,11542,Pale Blue,米津玄師,134715.0,,
11543,11543,Pretender,Official 髭男dism,134716.0,,
11544,11544,Rước Anh Để Má Em Lo,Thảo Wendy,134717.0,,
11545,11545,Say,Microwave,134720.0,,
11546,11546,StaRt,Mrs GREEN APPLE,134721.0,,
11547,11547,TAO,Do As Infinity,134722.0,,
11548,11548,Thay Mọi Cô Gái Yêu Anh (Tone Nam),AMEE,134723.0,,
11549,11549,Thay Mọi Cô Gái Yêu Anh,AMEE,134724.0,,
11550,11550,Together,あきよしふみえ,134726.0,,
11551,11551,Tìm Được Nhau Khó Thế Nào (Tone Nữ),"Anh Tú, Bùi Công Nam",134727.0,,
11552,11552,Tìm Được Nhau Khó Thế Nào,"Anh Tú, Bùi Công Nam",134728.0,,
11553,11553,Viva La Vida,Coldplay,134729.0,,
11554,11554,Vui Lắm Nha (Tone Nam),"Jombie, Hương Ly",134730.0,,
11555,11555,Walking with you,Novelbright,134732.0,,
11556,11556,WanteD WanteD,Mrs GREEN APPLE,134733.0,,
11557,11557,Xin Lỗi Đã Để Em Một Mình,Lil Shady ft Ogenus,134734.0,,
11558,11558,YELL,いきものがかり,134737.0,,
11559,11559,ĐÁNG LÝ RA PHẢI LÀ ANH,ĐỨC TRƯỜNG & KUN,134738.0,,
11560,11560,Đế Vương (Lofi Ver),Đình Dũng,134740.0,,
11561,11561,アイネクライネ,米津玄師,134743.0,,
11562,11562,香水,瑛人,134744.0,,
11563,11563,馬と鹿,米津玄師,134745.0,,
11564,11564,鱗,秦基博,134746.0,,
11565,11565,黄色,backnumber,134747.0,,
11566,11566,1분에한번(꽃피면달생각하고OST),서은광(BTOB),134748.0,,
11567,11567,Broken,결(KYUL),134749.0,,
11568,11568,Chầu Đệ Nhị Thượng Ngàn (Hát Chầu văn),Hoài Thanh,134751.0,,
11569,11569,COCA COLA,Luka Chuppi,134752.0,,
11570,11570,Con Trai Miền Tây,Văn Hương,134754.0,,
11571,11571,Crazy Over You,Blackpink,134755.0,,
11572,11572,"Cung hỷ phát tài chúc năm mới Gōngxǐ fācái, (hè xīnnián 恭喜發財 , 贺新年",Chinese New Year Song),134756.0,,
11573,11573,Cung hỷ đại gia quá tân niên (gōng xǐ dà jiā guò xīn nián,恭喜大家过新年),134757.0,,
11574,11574,Cò ơi (Tone Nữ),Gia Huy,134758.0,,
11575,11575,Dòng Sông Quê Em (Tân Cổ),NS Phương Thúy & NS Thanh Hoàng,134760.0,,
11576,11576,Eye On You,원호(WONHO),134761.0,,
11577,11577,Focus on me(악녀는마리오네트 X 차은우),차은우,134762.0,,
11578,11578,Ghost Town,"문빈,산하(아스트로)",134763.0,,
11579,11579,Gót Hồng,Trung Quan,134764.0,,
11580,11580,HAVE A GOOD TRIP,릴러말즈,134765.0,,
11581,11581,Heu,수퍼비,134766.0,,
11582,11582,HẢI PHÒNG QUÊ HƯƠNG TÔI,Thanh Tuấn,134768.0,,
11583,11583,HỒNG NHAN,Lương Minh Đạt Miền Tây & Hồng Nhung,134769.0,,
11584,11584,Love You Like,VIVIZ,134771.0,,
11585,11585,Lá Xa Lìa Cành Remix,Lê Bảo Bình,134772.0,,
11586,11586,Lần Cuối (Acoustic),Ngọt,134773.0,,
11587,11587,My Love(김종국 X soundtrack 1),김종국,134774.0,,
11588,11588,Mình Từ Nghèo Khó Đi Lên (Remix),Lưu Chấn Long,134775.0,,
11589,11589,Mình Từ Nghèo Khó Đi Lên Sang Giàu,HOÀNG HỒNG QUÂN,134776.0,,
11590,11590,Mưa Rơi Lặng Thầm,Trung Quan,134777.0,,
11591,11591,Một Triệu Like,Đen & Thành Đồng,134778.0,,
11592,11592,NGÀY ĐẦU TIÊN (GUITAR),Đức Phúc,134779.0,,
11593,11593,Ngọt Ngào,CARA,134781.0,,
11594,11594,Như Vạt Nắng,Hoàng Thục Linh,134782.0,,
11595,11595,NHỚ,"CAO CÔNG NGHĨA, THIỆN NHÂN",134784.0,,
11596,11596,NƠI NÀY CÓ ANH,Quân AP & Hoàng Dũng,134786.0,,
11597,11597,NẤP SAU THẤM ĐAU,Ngọc Kara & DC Tâm,134787.0,,
11598,11598,O.O,엔믹스(NMIXX),134788.0,,
11599,11599,Phai Co Em,Kai Dinh,134789.0,,
11600,11600,PRETTY BOYS,YENA(최예나),134790.0,,
11601,11601,pushin B,수퍼비,134791.0,,
11602,11602,RICA RICA,네이처,134792.0,,
11603,11603,Rich Kids Anthem,에픽하이,134793.0,,
11604,11604,RUN2U,STAYC(스테이씨),134794.0,,
11605,11605,Satellite,수지,134795.0,,
11606,11606,Set Myself On Fire,태연,134796.0,,
11607,11607,Set Myself On Fire,태연,134797.0,,
11608,11608,SMILEY,YENA(최예나) & 비비(BIBI),134798.0,,
11609,11609,Starlight(스물다섯스물하나OST),태일(TAEIL),134799.0,,
11610,11610,Super Rare,"에픽하이, 원슈타인",134800.0,,
11611,11611,Switch Lanes,김승민 & 쿠기,134801.0,,
11612,11612,Timeless,태연,134802.0,,
11613,11613,Tôi Người Hải Phòng,Bảo Nam,134803.0,,
11614,11614,Tôi Người Hải Phòng,Xuân Bình,134804.0,,
11615,11615,U,TREASURE,134805.0,,
11616,11616,What A Wonderful World (Female Version),Louis Armstrong,134807.0,,
11617,11617,What A Wonderful World,Louis Armstron,134808.0,,
11618,11618,Yêu Thương Ngày Đó Guitar (Tone Nữ),Soobin Hoàng Sơn,134809.0,,
11619,11619,Đi Qua Vùng Cỏ Non,Vũ Thắng Lợi,134811.0,,
11620,11620,Điện Thoại Yêu Sim,"Minh Hằng, Thành Đại Siêu",134813.0,,
11621,11621,"Đời Là Cát , Bụi Là Ta (Tone Nữ)",Thái Kiệt,134814.0,,
11622,11622,ĐÁM CƯỚI ĐẦU XUÂN,VĂN HIẾN  THÚY DIỄM,134816.0,,
11623,11623,Đêm Yêu Đương Remix,Lâm Hùng,134817.0,,
11624,11624,ĐƯỜNG VỀ THANH HÓA,VĂN HIẾN,134820.0,,
11625,11625,Đại gia cung hỷ (dà jiā gōng xǐ,大家恭喜),134821.0,,
11626,11626,"Đời Là Cát , Bụi Là Ta",Thái Kiệt,134822.0,,
11627,11627,노래(The Song),BTOB,134824.0,,
11628,11628,맞짱,나훈아,134825.0,,
11629,11629,빛나요(사랑의꽈배기OST),윤태화,134826.0,,
11630,11630,사랑인가봐(사내맞선OST),멜로망스,134827.0,,
11631,11631,선물,윤후,134828.0,,
11632,11632,어른아이,태연,134829.0,,
11633,11633,어른아이(Toddler),태연,134830.0,,
11634,11634,잊을수있을까,노을,134831.0,,
11635,11635,작야(昨夜),조선블루스,134832.0,,
11636,11636,택시안에서,류민희,134833.0,,
11637,11637,팔도야,채윤,134834.0,,
11638,11638,품(Heart),태연(Tae Yeon),134835.0,,
11639,11639,하여가(何如歌)(우리동네음악대장),하현우(국카스텐),134836.0,,
11640,11640,0X1=LOVESONG (I Know I Love You),투모로우바이투게더,134837.0,,
11641,11641,24,ASH ISLAND,134838.0,,
11642,11642,25 Minutes,Michael Learns To Rock,134839.0,,
11643,11643,Achoo,"미란이 & pH 1,김하온",134840.0,,
11644,11644,An Na,安娜,134841.0,,
11645,11645,Beautiful(Part 3),워너원,134843.0,,
11646,11646,Because,ASH ISLAND,134844.0,,
11647,11647,Because I Love You,Shakin Stevens,134845.0,,
11648,11648,Because I Miss You,Jung Yong Hwa,134846.0,,
11649,11649,BOP BOP,VIVIZ(비비지),134847.0,,
11650,11650,Bóng Tối Trước Bình Minh ( Nhạc hoa Lời Việt),Hác Kì Lực & Thư Nham,134848.0,,
11651,11651,Bạch hoa tề phóng (Bǎi huā qí fàng 百花齐放,Chinese New Year Song),134849.0,,
11652,11652,BẾN THƯỢNG HẢI,VĂN HIẾN,134850.0,,
11653,11653,Child,마크 (MARK),134853.0,,
11654,11654,Child,마크(MARK),134854.0,,
11655,11655,Chuyện Nàng Trinh Nữ Tên Thi,Mai Lệ Quyên,134857.0,,
11656,11656,Chuyện Tình Hoa Mộc Miên,Hải Vy & Lê Minh Trung,134858.0,,
11657,11657,Chúc phúc (Zhū fù,祝福),134859.0,,
11658,11658,CHƠI VƠI GIỮA DÒNG,ĐĂNG ANH & THÙY HƯƠNG,134860.0,,
11659,11659,Chạy Về Nơi Phía Anh (Tone Nữ),Khắc Việt,134861.0,,
11660,11660,Chậm trễ (chí dào,迟到),134862.0,,
11661,11661,Chẳng lẻ đây là giấc mơ,(nán dào zhè shì zài mèng lǐ 难道这是在梦里),134863.0,,
11662,11662,Cám Ơn Tình Yêu (Tone Nam),Uyên Linh,134864.0,,
11663,11663,Cánh ẩn mình (yǐn xíng de chì bǎng,隐形的翅膀),134865.0,,
11664,11664,Dilemma,에이핑크,134866.0,,
11665,11665,GIỌT LỆ ĐÀI TRANG,Lương Gia Huy ft Ngọc Sơn,134867.0,,
11666,11666,Lý Con Sáo Bạc Liêu,Hoàng Thiên Kiều,134869.0,,
11667,11667,Lý Con Sáo Bạc Liêu,Đức Tài,134870.0,,
11668,11668,This Is Me,Demi Lovato,134874.0,,
11669,11669,Thương Về Miền Đất Lạnh (Acoustic),Acoustic,134875.0,,
11670,11670,THƯƠNG VỀ MIỀN ĐẤT LẠNH,Khắc Trung,134876.0,,
11671,11671,Tuyết Yêu Thương,Young Uno,134878.0,,
11672,11672,XIN LỖI,Phạm Hoài Nam,134879.0,,
11673,11673,ĐÔI CHÂN TRẦN,VĂN HIẾN,134883.0,,
11674,11674,Đột nhiên đích tự ngã (Túrán de zìwǒ,突然的自我）,134884.0,,
11675,11675,怪盗,back number,134885.0,,
11676,11676,愛唄,GReeeeN,134886.0,,
11677,11677,感電,米津玄師,134887.0,,
11678,11678,新宝島,サカナクション,134888.0,,
11679,11679,明け星,LISA,134889.0,,
11680,11680,星間飛行,ランカ リー=中島愛,134890.0,,
11681,11681,春を告げる,yama,134891.0,,
11682,11682,月のワルツ,諫山実生,134892.0,,
11683,11683,未来予想図Ⅱ,DREAMS COME TRUE,134893.0,,
11684,11684,本能,椎名林檎,134894.0,,
11685,11685,栞,クリープハイプ,134895.0,,
11686,11686,檄！帝国華撃団,横山智佐,134896.0,,
11687,11687,残酷な天使のテーゼ,高橋洋子,134897.0,,
11688,11688,残響散歌,Aimer,134898.0,,
11689,11689,水平線,back number,134899.0,,
11690,11690,決戦スピリット,CHiCO with HoneyWorks,134900.0,,
11691,11691,海の幽霊,米津玄師,134901.0,,
11692,11692,涙そうそう,夏川りみ,134902.0,,
11693,11693,炎,LISA,134903.0,,
11694,11694,猫,DISH,134904.0,,
11695,11695,生まれてはじめて,神田沙也加＆松たか子,134905.0,,
11696,11696,白日,King Gnu,134906.0,,
11697,11697,真夏の夜の匂いがする,あいみょん,134907.0,,
11698,11698,粉雪,レミオロメン,134908.0,,
11699,11699,糸,中島みゆき,134909.0,,
11700,11700,紅蓮華,LISA,134910.0,,
11701,11701,虹,菅田将暉,134912.0,,
11702,11702,裸の心,あいみょん,134913.0,,
11703,11703,西野カナ,トリセツ,134914.0,,
11704,11704,透明人間,東京事変,134915.0,,
11705,11705,長く短い祭,椎名林檎,134916.0,,
11706,11706,閃光,Alexandros,134917.0,,
11707,11707,雪の華,中島美嘉,134918.0,,
11708,11708,青と夏,Mrs GREEN APPLE,134919.0,,
11709,11709,青春アミーゴ,修二と彰,134920.0,,
11710,11710,Ai Chung Tình Được Mãi,Hoài Lâm,134922.0,,
11711,11711,Anh Đã Lạc Vào (Lofi Ver),Green ft. Truzg x Ryan,134924.0,,
11712,11712,Bài Ca Tôm Cá,Yong Anhh ft. Nguyễn Minh Chiến,134926.0,,
11713,11713,Con tim tao đau quá man,"Sol, Yuno, Kaka$hi",134929.0,,
11714,11714,Cô Lái Đò Bến Hạ,Ngọc Diệu,134930.0,,
11715,11715,Cô Lái Đò Bến Hạ,Thúy Huyền,134931.0,,
11716,11716,Dreams Come True,에스파(aespa),134932.0,,
11717,11717,Em Cũng Cần Một Bờ Vai,Tô Ngọc Hà,134935.0,,
11718,11718,Em đã từng yêu anh (nǐ céng jīng ài guò wǒ,你曾经爱过我),134937.0,,
11719,11719,Gee,SNSD (소녀시대),134939.0,,
11720,11720,HIP,마마무,134940.0,,
11721,11721,Hạnh Phúc Mới   (Cover),Sơn Tùng MTP,134941.0,,
11722,11722,I Still(사랑의온도OST),치즈,134942.0,,
11723,11723,IDOL,BTS,134944.0,,
11724,11724,INVU,태연,134945.0,,
11725,11725,Không Muốn Dừng,Remix (bù yào tíng 不要停),134947.0,,
11726,11726,Ký Ức Nhạt Màu (Tone Nữ),A Tổ,134949.0,,
11727,11727,Look What You Made Me Do,Taylor Swift,134951.0,,
11728,11728,LOVE,릴러말즈,134952.0,,
11729,11729,"Love Me Like That(알고있지만, OST)",샘김 (Sam Sim),134953.0,,
11730,11730,Lại Gần Hôn Anh (Tone Nữ),Bằng Kiều,134954.0,,
11731,11731,Lỗi Lầm,Thanh Thảo,134955.0,,
11732,11732,Mùa xuân trở lại (dà de huí chūn,大地回春),134959.0,,
11733,11733,Mùi vị,(wèidào 味道),134960.0,,
11734,11734,Need Your Love,치타,134962.0,,
11735,11735,Nhập Ngũ Mất Em (Cover),Tài Nguyễn & Lê Quân,134964.0,,
11736,11736,Nơi đây anh chờ em,Bozitt; LilGee Phạm,134966.0,,
11737,11737,PRECIOUS (Cukak Remix),DADUC ft. KIPER T,134967.0,,
11738,11738,Trò Chơi Thế Thân,A Tổ,134970.0,,
11739,11739,TÌNH CỜ GẶP CỐ TÌNH YÊU (TONE NỮ),Shine Thành Anh,134971.0,,
11740,11740,TÌNH CỜ GẶP CỐ TÌNH YÊU,Shine Thành Anh,134972.0,,
11741,11741,Yêu Không Hối Tiếc,Huỳnh Tú,134976.0,,
11742,11742,Ring Ring,"쿤타,unofficialboyy",134983.0,,
11743,11743,Run The World (Girls),Beyonce,134984.0,,
11744,11744,Sailing,안예은(AHN YEEUN),134985.0,,
11745,11745,Soledad,Westlife,134986.0,,
11746,11746,SOLUCKY,Lương Gia Huy,134987.0,,
11747,11747,Stay Alive,정국,134988.0,,
11748,11748,Sổ tay,(jì shì běn 记事本),134989.0,,
11749,11749,TANG,MINO,134991.0,,
11750,11750,The Boys,SNSD (소녀시대),134992.0,,
11751,11751,Thiệp Hồng Anh Viết Tên Em,Thành Viên Út Nhị,134993.0,,
11752,11752,Thuyền Trắng Nhỏ,Ice Paper (xiǎo bái chuán 小白船),134994.0,,
11753,11753,Thật sự anh không hiểu trái tim của em (qíshí nǐ bù dǒng wǒ de xīn,其實你不懂我的心),134995.0,,
11754,11754,Tim Tan Thành Từng Mãnh （Tone Nữ）,（xīn suì le wú hén 心碎了無痕 ）,134996.0,,
11755,11755,Tiếng vô tay vang lên (zhǎng shēng xiǎng qǐ,掌声响起),134997.0,,
11756,11756,Trên đường đời có em,tone nữ (yī lù shàng yǒu nǐ 一路上有你),134998.0,,
11757,11757,Tình Em Là Đại Dương (Guitar),Duy Mạnh,135000.0,,
11758,11758,Tình Ka (Cover),Ngọc Bích,135001.0,,
11759,11759,Tình nan chẩm  (qíng nán zhěn,情难枕),135002.0,,
11760,11760,Tôi muốn có một nhà  (wǒ xiǎng yǒu gè jiā,我想有个家),135003.0,,
11761,11761,Tương Tư Cô Bán Sầu Riêng,Văn Hương & Như Ý,135004.0,,
11762,11762,Tại sao rời xa tôi (wèishéme líkāi wǒ,为什么离开我),135005.0,,
11763,11763,Từng yêu thì đủ,(àiguò jiù zúgòu 爱过就足够),135006.0,,
11764,11764,Tử bất liệu,(sǐ bù liǎo 死不了),135007.0,,
